# ----------------------------------------------
# --- Station Static MIB Initialization File ---
# ----------------------------------------------
# 2013 Oct 31 by J. Dowell
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #259 (LEDA Outrigger #3) 
#     with #203.
#  -- Swapped the ARX_ANT/DP1_ANT values for stand #257 (LEDA Outrigger #1)
#     with #198.
#  -- The FEE installed Stand #9 *may* be bad.
# 2013 Aug 15 by J. Dowell
#  -- Marked stand #86 as suspect (promoted from bad).
#  -- Swapped the ARX_ANT/DP1_ANT values for stands #257 and #260 
#     since they are swapped at the site.
# 2013 Mar 10 by J. Dowell
#  -- Updated the pointing correction terms
# 2013 Mar 06 by J. Dowell
#  -- Looks like there was a mixup in the prevous version with the lengths of
#     the LEDA outrigger cables.  This corrects that.
# 2013 Mar 05 by J. Dowell
#  -- Updated the stretch factors to take into account the LEDA64 spitter
# 2013 Feb 28 by J. Dowell
#  -- Looks like there was a bug in the LSL common.stations.Cable model with
#     regards to the calculation of the dispersive delay.  Updated the values 
#     for the five outrigger cable lengths.
#  -- Applied a new calibration solution using self-cal. on TBW data
#  -- Zeroed out the pointing correction
# 2013 Jan 23 by J. Dowell
#  -- Removed the extra ARB_ANT lines that filled out the last half of ARX 
#     board #33
# 2013 Jan 22 by J. Dowell
#  -- Added back in the LEDA-32 antennas
#  -- Added in LEDA outriggers #1 (stand #257), #2 (stand #260), and #3 (stand #259)
#  -- Replaced Stand #25 with LEDA outrigger #5
#  -- Updated the RPD and SEP cable names for the outriggers
#  -- Updated the PDU port mappings to be consistent with the July 2012 
#     reorganization e-mail from J. Craig
# 2012 Oct 24 by J. Dowell
#  -- Incorporated the latest info. on the status of good dipoles;  removed 12
# 2012 Sep 24 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 29 by J. Dowell
#  -- Updated the "PC_" values with the results of the new pointing correction
# 2012 Aug 06 by J. Dowell
#  -- Set the "PC_" values to something that works for CygA
#  -- Updated the ARB_ID listings for the ARX board swaps
#  -- Updated the ANT_STAT listsings for antennas that have no signal and/or 
#     calibration
# 2012 July 02 by S. Ellingson 
#  -- Added "PC_" (pointing correction) keywords, set to defaults
#  -- Updated FORMAT_VERSION to 7
# 2012 May 16 by J. Dowell
#
# Search "FIXME" for things that need work

FORMAT_VERSION 7
STATION_ID VL
GEO_N   +34.070 # N Lat [deg]
# --- Antenna # -> Stand # mapping ---
# ------------------------------------
# This will be set to floor((n-1)/2)+1 for any antenna n <= 2*N_STD not identified
# Strongly recommended to leave this alone, so that antennas 1 & 2 are on stand 1,
#   antennas 3 & 4 are on stand 2, and so on.
# *** ANT_STD[antenna_id] goes here:

# ----------------------------
# --- Antenna orientations ---
# ----------------------------
# For any antenna n <= 2*N_STD not identified, this will be set to (n-1) mod 2
# Strongly recommended to leave this alone, so that antennas 1 & 2 are 0 (N-S) and
#   and 1 (E-W) respectively, and so on.
# *** ANT_ORIE[antenna_id] goes here: (0 = N-S, 1 = E-W)

# ----------------------
# --- Antenna Status ---
# ----------------------
# Status codes 0-3 summarized defined at end of this document (and in MCS0031)
# This refers to the *antenna*, not the FEE or some combination of the two.
# This will be set to 3 ("OK") for any antenna n <= 2*N_STD not identified.
# *** ANT_STAT[antenna_id] goes here:
ANT_STAT[17]   1        # No Signal as of 2012/10/23
ANT_STAT[18]   1        # No Signal
ANT_STAT[25]   0        # Failed calibration, round 2
ANT_STAT[29]   1        # No Signal
ANT_STAT[71]   0        # Failed calibration, round 2
ANT_STAT[72]   0        # Failed calibration, round 2
ANT_STAT[132]  0        # Failed calibration, round 2
ANT_STAT[149]  1        # No Signal as of 2012/10/23
ANT_STAT[150]  1        # No Signal as of 2012/10/23
ANT_STAT[171]  2        # Suspect Signal as of 2013/08/15
ANT_STAT[172]  2        # Suspect Signal as of 2013/08/15
ANT_STAT[191]  1        # No Signal
ANT_STAT[196]  1        # No Signal
ANT_STAT[213]  1        # No Signal as of 2012/10/23
ANT_STAT[214]  1        # No Signal as of 2012/10/23
ANT_STAT[246]  1        # No Signal
ANT_STAT[247]  1        # No Signal
ANT_STAT[287]  1        # No Signal as of 2012/10/23
ANT_STAT[288]  1        # No Signal as of 2012/10/23
ANT_STAT[363]  1        # No Signal
ANT_STAT[374]  1        # No Signal
ANT_STAT[434]  1        # No Signal
ANT_STAT[464]  1        # No Signal
ANT_STAT[467]  1        # No Signal as of 2012/10/23
ANT_STAT[468]  1        # No Signal as of 2012/10/23
ANT_STAT[488]  1        # Failed calibration, round 2
ANT_STAT[489]  1        # No Signal as of 2012/10/23

# -------------------------------
# --- Antenna mis-orientation ---
# -------------------------------
# These will be set to 0.0 (no error) for any antenna n <= 2*N_STD not identified
# *** ANT_THETA[antenna_id] in degrees goes here:
# *** ANT_PHI[antenna_id] in degrees goes here: 
ANT_PHI[7]   +15.0
ANT_PHI[8]   +15.0
ANT_PHI[315] +15.0
ANT_PHI[316] +15.0
ANT_PHI[409] +15.0
ANT_PHI[410] +15.0
ANT_PHI[491] +15.0
ANT_PHI[492] +15.0
ANT_PHI[507] +15.0
ANT_PHI[508] +15.0

# ----------------------------------
# --- Antenna design information ---
# ----------------------------------
# This will be set to 1 for any antenna #'s <= 2*N_STD not identified
# You should set it to 0 if different but not known, or >1 if appropriate
# *** ANT_DESI[antenna_id] goes here:

# -------------------------------------------------------
# --- FEEs (number, status, design, nominal gain) -------
# -------------------------------------------------------
N_FEE 260

# This will be set to "UNK" (unknown) for any FEE #'s <= N_FEE not identifiedf
# *** FEE_ID[fee_id] goes here:

# Status codes 0-3 summarized defined at end of this document (and in MCS0031)
# This will be set to 3 ("OK") for any FEE #'s <= N_FEE not identified
# *** FEE_STAT[fee_id] goes here: 
FEE_STAT[9]  2        # May be bad in one or both pols. as of 2013/10/31

# This will be set to 1 for any FEEs not identified below
# You should set it to 0 if different but not known, or >1 if appropriate
# *** FEE_DESI[fee_id] goes here:

# FEE_GAI1[] will be set to 35.7 for any FEE #'s <= N_FEE not identified
# *** FEE_GAI1[fee_id] goes here:

# FEE_GAI2[] will be set to 35.7 for any FEE #'s <= N_FEE not identified
# *** FEE_GAI2[fee_id] goes here:

# ------------------------------------
# --- Antenna # -> FEE # mapping -----
# ------------------------------------
# Format (example) "FEE_ANT1[2] 3" means antenna 3 is connected to port 1 of FEE 2.
# If not specified, then FEE_ANT1[1] will be 1, FEE_ANT2[1] will be 2,
#   FEE_ANT1[2] will be 3, FEE_ANT2[2] will be 4, and so on.
# Strongly recommended to leave this alone, and that only exceptions are noted.
# *** FEE_ANT1[fee_id] goes here:
# *** FEE_ANT2[fee_id] goes here:

# ----------------------------------------
# --- FEE Power Source Identification ----
# ----------------------------------------
# Note that FEE_RACK[] and FEE_PORT[] are used by MCS only to identify power sources;
#  the control of application of power to FEEs is controlled using ARX 
# Format (example) "FEE_RACK[2] 3" means FEE 2 is powered via a supply in Rack 3.
# FEE_RACK[] will be set to 0 (unknown) for any FEE #'s <= N_FEE not identified
# Format (example) "FEE_PORT[2] 7" means FEE 2 is powered via port 7 on whatever rack 
#   is specified by FEE_RACK[2].
# FEE_PORT[] will be set to 0 (unknown) for any FEE #'s <= N_FEE not identified
# *** FEE_RACK[fee_id] goes here:
# *** FEE_PORT[fee_id] goes here:


# All FEEs are on Rack 1, Port 1
FEE_RACK[1] 1
FEE_PORT[1] 1
FEE_RACK[2] 1
FEE_PORT[2] 1
FEE_RACK[3] 1
FEE_PORT[3] 1
FEE_RACK[4] 1
FEE_PORT[4] 1
FEE_RACK[5] 1
FEE_PORT[5] 1
FEE_RACK[6] 1
FEE_PORT[6] 1
FEE_RACK[7] 1
FEE_PORT[7] 1
FEE_RACK[8] 1
FEE_PORT[8] 1
FEE_RACK[9] 1
FEE_PORT[9] 1
FEE_RACK[10] 1
FEE_PORT[10] 1
FEE_RACK[11] 1
FEE_PORT[11] 1
FEE_RACK[12] 1
FEE_PORT[12] 1
FEE_RACK[13] 1
FEE_PORT[13] 1
FEE_RACK[14] 1
FEE_PORT[14] 1
FEE_RACK[15] 1
FEE_PORT[15] 1
FEE_RACK[16] 1
FEE_PORT[16] 1
FEE_RACK[17] 1
FEE_PORT[17] 1
FEE_RACK[18] 1
FEE_PORT[18] 1
FEE_RACK[19] 1
FEE_PORT[19] 1
FEE_RACK[20] 1
FEE_PORT[20] 1
FEE_RACK[21] 1
FEE_PORT[21] 1
FEE_RACK[22] 1
FEE_PORT[22] 1
FEE_RACK[23] 1
FEE_PORT[23] 1
FEE_RACK[24] 1
FEE_PORT[24] 1
FEE_RACK[25] 1
FEE_PORT[25] 1
FEE_RACK[26] 1
FEE_PORT[26] 1
FEE_RACK[27] 1
FEE_PORT[27] 1
FEE_RACK[28] 1
FEE_PORT[28] 1
FEE_RACK[29] 1
FEE_PORT[29] 1
FEE_RACK[30] 1
FEE_PORT[30] 1
FEE_RACK[31] 1
FEE_PORT[31] 1
FEE_RACK[32] 1
FEE_PORT[32] 1
FEE_RACK[33] 1
FEE_PORT[33] 1
FEE_RACK[34] 1
FEE_PORT[34] 1
FEE_RACK[35] 1
FEE_PORT[35] 1
FEE_RACK[36] 1
FEE_PORT[36] 1
FEE_RACK[37] 1
FEE_PORT[37] 1
FEE_RACK[38] 1
FEE_PORT[38] 1
FEE_RACK[39] 1
FEE_PORT[39] 1
FEE_RACK[40] 1
FEE_PORT[40] 1
FEE_RACK[41] 1
FEE_PORT[41] 1
FEE_RACK[42] 1
FEE_PORT[42] 1
FEE_RACK[43] 1
FEE_PORT[43] 1
FEE_RACK[44] 1
FEE_PORT[44] 1
FEE_RACK[45] 1
FEE_PORT[45] 1
FEE_RACK[46] 1
FEE_PORT[46] 1
FEE_RACK[47] 1
FEE_PORT[47] 1
FEE_RACK[48] 1
FEE_PORT[48] 1
FEE_RACK[49] 1
FEE_PORT[49] 1
FEE_RACK[50] 1
FEE_PORT[50] 1
FEE_RACK[51] 1
FEE_PORT[51] 1
FEE_RACK[52] 1
FEE_PORT[52] 1
FEE_RACK[53] 1
FEE_PORT[53] 1
FEE_RACK[54] 1
FEE_PORT[54] 1
FEE_RACK[55] 1
FEE_PORT[55] 1
FEE_RACK[56] 1
FEE_PORT[56] 1
FEE_RACK[57] 1
FEE_PORT[57] 1
FEE_RACK[58] 1
FEE_PORT[58] 1
FEE_RACK[59] 1
FEE_PORT[59] 1
FEE_RACK[60] 1
FEE_PORT[60] 1
FEE_RACK[61] 1
FEE_PORT[61] 1
FEE_RACK[62] 1
FEE_PORT[62] 1
FEE_RACK[63] 1
FEE_PORT[63] 1
FEE_RACK[64] 1
FEE_PORT[64] 1
FEE_RACK[65] 1
FEE_PORT[65] 1
FEE_RACK[66] 1
FEE_PORT[66] 1
FEE_RACK[67] 1
FEE_PORT[67] 1
FEE_RACK[68] 1
FEE_PORT[68] 1
FEE_RACK[69] 1
FEE_PORT[69] 1
FEE_RACK[70] 1
FEE_PORT[70] 1
FEE_RACK[71] 1
FEE_PORT[71] 1
FEE_RACK[72] 1
FEE_PORT[72] 1
FEE_RACK[73] 1
FEE_PORT[73] 1
FEE_RACK[74] 1
FEE_PORT[74] 1
FEE_RACK[75] 1
FEE_PORT[75] 1
FEE_RACK[76] 1
FEE_PORT[76] 1
FEE_RACK[77] 1
FEE_PORT[77] 1
FEE_RACK[78] 1
FEE_PORT[78] 1
FEE_RACK[79] 1
FEE_PORT[79] 1
FEE_RACK[80] 1
FEE_PORT[80] 1
FEE_RACK[81] 1
FEE_PORT[81] 1
FEE_RACK[82] 1
FEE_PORT[82] 1
FEE_RACK[83] 1
FEE_PORT[83] 1
FEE_RACK[84] 1
FEE_PORT[84] 1
FEE_RACK[85] 1
FEE_PORT[85] 1
FEE_RACK[86] 1
FEE_PORT[86] 1
FEE_RACK[87] 1
FEE_PORT[87] 1
FEE_RACK[88] 1
FEE_PORT[88] 1
FEE_RACK[89] 1
FEE_PORT[89] 1
FEE_RACK[90] 1
FEE_PORT[90] 1
FEE_RACK[91] 1
FEE_PORT[91] 1
FEE_RACK[92] 1
FEE_PORT[92] 1
FEE_RACK[93] 1
FEE_PORT[93] 1
FEE_RACK[94] 1
FEE_PORT[94] 1
FEE_RACK[95] 1
FEE_PORT[95] 1
FEE_RACK[96] 1
FEE_PORT[96] 1
FEE_RACK[97] 1
FEE_PORT[97] 1
FEE_RACK[98] 1
FEE_PORT[98] 1
FEE_RACK[99] 1
FEE_PORT[99] 1
FEE_RACK[100] 1
FEE_PORT[100] 1
FEE_RACK[101] 1
FEE_PORT[101] 1
FEE_RACK[102] 1
FEE_PORT[102] 1
FEE_RACK[103] 1
FEE_PORT[103] 1
FEE_RACK[104] 1
FEE_PORT[104] 1
FEE_RACK[105] 1
FEE_PORT[105] 1
FEE_RACK[106] 1
FEE_PORT[106] 1
FEE_RACK[107] 1
FEE_PORT[107] 1
FEE_RACK[108] 1
FEE_PORT[108] 1
FEE_RACK[109] 1
FEE_PORT[109] 1
FEE_RACK[110] 1
FEE_PORT[110] 1
FEE_RACK[111] 1
FEE_PORT[111] 1
FEE_RACK[112] 1
FEE_PORT[112] 1
FEE_RACK[113] 1
FEE_PORT[113] 1
FEE_RACK[114] 1
FEE_PORT[114] 1
FEE_RACK[115] 1
FEE_PORT[115] 1
FEE_RACK[116] 1
FEE_PORT[116] 1
FEE_RACK[117] 1
FEE_PORT[117] 1
FEE_RACK[118] 1
FEE_PORT[118] 1
FEE_RACK[119] 1
FEE_PORT[119] 1
FEE_RACK[120] 1
FEE_PORT[120] 1
FEE_RACK[121] 1
FEE_PORT[121] 1
FEE_RACK[122] 1
FEE_PORT[122] 1
FEE_RACK[123] 1
FEE_PORT[123] 1
FEE_RACK[124] 1
FEE_PORT[124] 1
FEE_RACK[125] 1
FEE_PORT[125] 1
FEE_RACK[126] 1
FEE_PORT[126] 1
FEE_RACK[127] 1
FEE_PORT[127] 1
FEE_RACK[128] 1
FEE_PORT[128] 1
FEE_RACK[129] 1
FEE_PORT[129] 1
FEE_RACK[130] 1
FEE_PORT[130] 1
FEE_RACK[131] 1
FEE_PORT[131] 1
FEE_RACK[132] 1
FEE_PORT[132] 1
FEE_RACK[133] 1
FEE_PORT[133] 1
FEE_RACK[134] 1
FEE_PORT[134] 1
FEE_RACK[135] 1
FEE_PORT[135] 1
FEE_RACK[136] 1
FEE_PORT[136] 1
FEE_RACK[137] 1
FEE_PORT[137] 1
FEE_RACK[138] 1
FEE_PORT[138] 1
FEE_RACK[139] 1
FEE_PORT[139] 1
FEE_RACK[140] 1
FEE_PORT[140] 1
FEE_RACK[141] 1
FEE_PORT[141] 1
FEE_RACK[142] 1
FEE_PORT[142] 1
FEE_RACK[143] 1
FEE_PORT[143] 1
FEE_RACK[144] 1
FEE_PORT[144] 1
FEE_RACK[145] 1
FEE_PORT[145] 1
FEE_RACK[146] 1
FEE_PORT[146] 1
FEE_RACK[147] 1
FEE_PORT[147] 1
FEE_RACK[148] 1
FEE_PORT[148] 1
FEE_RACK[149] 1
FEE_PORT[149] 1
FEE_RACK[150] 1
FEE_PORT[150] 1
FEE_RACK[151] 1
FEE_PORT[151] 1
FEE_RACK[152] 1
FEE_PORT[152] 1
FEE_RACK[153] 1
FEE_PORT[153] 1
FEE_RACK[154] 1
FEE_PORT[154] 1
FEE_RACK[155] 1
FEE_PORT[155] 1
FEE_RACK[156] 1
FEE_PORT[156] 1
FEE_RACK[157] 1
FEE_PORT[157] 1
FEE_RACK[158] 1
FEE_PORT[158] 1
FEE_RACK[159] 1
FEE_PORT[159] 1
FEE_RACK[160] 1
FEE_PORT[160] 1
FEE_RACK[161] 1
FEE_PORT[161] 1
FEE_RACK[162] 1
FEE_PORT[162] 1
FEE_RACK[163] 1
FEE_PORT[163] 1
FEE_RACK[164] 1
FEE_PORT[164] 1
FEE_RACK[165] 1
FEE_PORT[165] 1
FEE_RACK[166] 1
FEE_PORT[166] 1
FEE_RACK[167] 1
FEE_PORT[167] 1
FEE_RACK[168] 1
FEE_PORT[168] 1
FEE_RACK[169] 1
FEE_PORT[169] 1
FEE_RACK[170] 1
FEE_PORT[170] 1
FEE_RACK[171] 1
FEE_PORT[171] 1
FEE_RACK[172] 1
FEE_PORT[172] 1
FEE_RACK[173] 1
FEE_PORT[173] 1
FEE_RACK[174] 1
FEE_PORT[174] 1
FEE_RACK[175] 1
FEE_PORT[175] 1
FEE_RACK[176] 1
FEE_PORT[176] 1
FEE_RACK[177] 1
FEE_PORT[177] 1
FEE_RACK[178] 1
FEE_PORT[178] 1
FEE_RACK[179] 1
FEE_PORT[179] 1
FEE_RACK[180] 1
FEE_PORT[180] 1
FEE_RACK[181] 1
FEE_PORT[181] 1
FEE_RACK[182] 1
FEE_PORT[182] 1
FEE_RACK[183] 1
FEE_PORT[183] 1
FEE_RACK[184] 1
FEE_PORT[184] 1
FEE_RACK[185] 1
FEE_PORT[185] 1
FEE_RACK[186] 1
FEE_PORT[186] 1
FEE_RACK[187] 1
FEE_PORT[187] 1
FEE_RACK[188] 1
FEE_PORT[188] 1
FEE_RACK[189] 1
FEE_PORT[189] 1
FEE_RACK[190] 1
FEE_PORT[190] 1
FEE_RACK[191] 1
FEE_PORT[191] 1
FEE_RACK[192] 1
FEE_PORT[192] 1
FEE_RACK[193] 1
FEE_PORT[193] 1
FEE_RACK[194] 1
FEE_PORT[194] 1
FEE_RACK[195] 1
FEE_PORT[195] 1
FEE_RACK[196] 1
FEE_PORT[196] 1
FEE_RACK[197] 1
FEE_PORT[197] 1
FEE_RACK[198] 1
FEE_PORT[198] 1
FEE_RACK[199] 1
FEE_PORT[199] 1
FEE_RACK[200] 1
FEE_PORT[200] 1
FEE_RACK[201] 1
FEE_PORT[201] 1
FEE_RACK[202] 1
FEE_PORT[202] 1
FEE_RACK[203] 1
FEE_PORT[203] 1
FEE_RACK[204] 1
FEE_PORT[204] 1
FEE_RACK[205] 1
FEE_PORT[205] 1
FEE_RACK[206] 1
FEE_PORT[206] 1
FEE_RACK[207] 1
FEE_PORT[207] 1
FEE_RACK[208] 1
FEE_PORT[208] 1
FEE_RACK[209] 1
FEE_PORT[209] 1
FEE_RACK[210] 1
FEE_PORT[210] 1
FEE_RACK[211] 1
FEE_PORT[211] 1
FEE_RACK[212] 1
FEE_PORT[212] 1
FEE_RACK[213] 1
FEE_PORT[213] 1
FEE_RACK[214] 1
FEE_PORT[214] 1
FEE_RACK[215] 1
FEE_PORT[215] 1
FEE_RACK[216] 1
FEE_PORT[216] 1
FEE_RACK[217] 1
FEE_PORT[217] 1
FEE_RACK[218] 1
FEE_PORT[218] 1
FEE_RACK[219] 1
FEE_PORT[219] 1
FEE_RACK[220] 1
FEE_PORT[220] 1
FEE_RACK[221] 1
FEE_PORT[221] 1
FEE_RACK[222] 1
FEE_PORT[222] 1
FEE_RACK[223] 1
FEE_PORT[223] 1
FEE_RACK[224] 1
FEE_PORT[224] 1
FEE_RACK[225] 1
FEE_PORT[225] 1
FEE_RACK[226] 1
FEE_PORT[226] 1
FEE_RACK[227] 1
FEE_PORT[227] 1
FEE_RACK[228] 1
FEE_PORT[228] 1
FEE_RACK[229] 1
FEE_PORT[229] 1
FEE_RACK[230] 1
FEE_PORT[230] 1
FEE_RACK[231] 1
FEE_PORT[231] 1
FEE_RACK[232] 1
FEE_PORT[232] 1
FEE_RACK[233] 1
FEE_PORT[233] 1
FEE_RACK[234] 1
FEE_PORT[234] 1
FEE_RACK[235] 1
FEE_PORT[235] 1
FEE_RACK[236] 1
FEE_PORT[236] 1
FEE_RACK[237] 1
FEE_PORT[237] 1
FEE_RACK[238] 1
FEE_PORT[238] 1
FEE_RACK[239] 1
FEE_PORT[239] 1
FEE_RACK[240] 1
FEE_PORT[240] 1
FEE_RACK[241] 1
FEE_PORT[241] 1
FEE_RACK[242] 1
FEE_PORT[242] 1
FEE_RACK[243] 1
FEE_PORT[243] 1
FEE_RACK[244] 1
FEE_PORT[244] 1
FEE_RACK[245] 1
FEE_PORT[245] 1
FEE_RACK[246] 1
FEE_PORT[246] 1
FEE_RACK[247] 1
FEE_PORT[247] 1
FEE_RACK[248] 1
FEE_PORT[248] 1
FEE_RACK[249] 1
FEE_PORT[249] 1
FEE_RACK[250] 1
FEE_PORT[250] 1
FEE_RACK[251] 1
FEE_PORT[251] 1
FEE_RACK[252] 1
FEE_PORT[252] 1
FEE_RACK[253] 1
FEE_PORT[253] 1
FEE_RACK[254] 1
FEE_PORT[254] 1
FEE_RACK[255] 1
FEE_PORT[255] 1
FEE_RACK[256] 1
FEE_PORT[256] 1
FEE_RACK[257] 1
FEE_PORT[257] 1
FEE_RACK[258] 1
FEE_PORT[258] 1
FEE_RACK[259] 1
FEE_PORT[259] 1
FEE_RACK[260] 1
FEE_PORT[260] 1

# ----------------------
# --- RPD --------------
# ----------------------
N_RPD 520

# RPD_ID[] will be set to "UNK" (no identification) for any cables #'s <= N_RPD not identified
# *** RPD_ID[cable#] goes here:
RPD_ID[1] EXK-001-138 (Gray)
RPD_ID[2] EXK-001-138 (Black)
RPD_ID[3] EXK-002-133 (Gray)
RPD_ID[4] EXK-002-133 (Black)
RPD_ID[5] EXK-003-134 (Gray)
RPD_ID[6] EXK-003-134 (Black)
RPD_ID[7] EXK-004-126 (Gray)
RPD_ID[8] EXK-004-126 (Black)
RPD_ID[9] EXK-005-117 (Gray)
RPD_ID[10] EXK-005-117 (Black)
RPD_ID[11] EXK-006-121 (Gray)
RPD_ID[12] EXK-006-121 (Black)
RPD_ID[13] EXK-007-105 (Gray)
RPD_ID[14] EXK-007-105 (Black)
RPD_ID[15] EXK-008-100 (Gray)
RPD_ID[16] EXK-008-100 (Black)
RPD_ID[17] EXK-009-091 (Gray)
RPD_ID[18] EXK-009-091 (Black)
RPD_ID[19] EXK-010-086 (Gray)
RPD_ID[20] EXK-010-086 (Black)
RPD_ID[21] EXK-011-096 (Gray)
RPD_ID[22] EXK-011-096 (Black)
RPD_ID[23] EXK-012-089 (Gray)
RPD_ID[24] EXK-012-089 (Black)
RPD_ID[25] EXK-013-083 (Gray)
RPD_ID[26] EXK-013-083 (Black)
RPD_ID[27] EXK-014-081 (Gray)
RPD_ID[28] EXK-014-081 (Black)
RPD_ID[29] EXK-015-082 (Gray)
RPD_ID[30] EXK-015-082 (Black)
RPD_ID[31] EXK-016-077 (Gray)
RPD_ID[32] EXK-016-077 (Black)
RPD_ID[33] EXK-017-076 (Gray)
RPD_ID[34] EXK-017-076 (Black)
RPD_ID[35] EXK-018-076 (Gray)
RPD_ID[36] EXK-018-076 (Black)
RPD_ID[37] EXK-019-074 (Gray)
RPD_ID[38] EXK-019-074 (Black)
RPD_ID[39] EXK-020-132 (Gray)
RPD_ID[40] EXK-020-132 (Black)
RPD_ID[41] EXK-021-141 (Gray)
RPD_ID[42] EXK-021-141 (Black)
RPD_ID[43] EXK-022-131 (Gray)
RPD_ID[44] EXK-022-131 (Black)
RPD_ID[45] EXK-023-137 (Gray)
RPD_ID[46] EXK-023-137 (Black)
RPD_ID[47] EXK-024-133 (Gray)
RPD_ID[48] EXK-024-133 (Black)
RPD_ID[49] EXK-025-122 (Gray)
RPD_ID[50] EXK-025-122 (Black)
RPD_ID[51] EXK-026-124 (Gray)
RPD_ID[52] EXK-026-124 (Black)
RPD_ID[53] EXK-027-120 (Gray)
RPD_ID[54] EXK-027-120 (Black)
RPD_ID[55] EXK-028-116 (Gray)
RPD_ID[56] EXK-028-116 (Black)
RPD_ID[57] EXK-029-119 (Gray)
RPD_ID[58] EXK-029-119 (Black)
RPD_ID[59] EXK-030-119 (Gray)
RPD_ID[60] EXK-030-119 (Black)
RPD_ID[61] EXK-031-120 (Gray)
RPD_ID[62] EXK-031-120 (Black)
RPD_ID[63] EXK-032-105 (Gray)
RPD_ID[64] EXK-032-105 (Black)
RPD_ID[65] EXK-033-103 (Gray)
RPD_ID[66] EXK-033-103 (Black)
RPD_ID[67] EXK-034-092 (Gray)
RPD_ID[68] EXK-034-092 (Black)

# FIXME
# This is the *real* Stand #35
#RPD_ID[69] EXK-035-099 (Gray)
#RPD_ID[70] EXK-035-099 (Black)
# This is LEDA Outrigger #5
RPD_ID[69] 5
RPD_ID[70] 5

RPD_ID[71] EXK-036-088 (Gray)
RPD_ID[72] EXK-036-088 (Black)
RPD_ID[73] EXK-037-101 (Gray)
RPD_ID[74] EXK-037-101 (Black)
RPD_ID[75] EXK-038-083 (Gray)
RPD_ID[76] EXK-038-083 (Black)
RPD_ID[77] EXK-039-100 (Gray)
RPD_ID[78] EXK-039-100 (Black)
RPD_ID[79] EXK-040-094 (Gray)
RPD_ID[80] EXK-040-094 (Black)
RPD_ID[81] EXK-041-093 (Gray)
RPD_ID[82] EXK-041-093 (Black)
RPD_ID[83] EXK-042-082 (Gray)
RPD_ID[84] EXK-042-082 (Black)
RPD_ID[85] EXK-043-092 (Gray)
RPD_ID[86] EXK-043-092 (Black)
RPD_ID[87] EXK-044-079 (Gray)
RPD_ID[88] EXK-044-079 (Black)
RPD_ID[89] EXK-045-097 (Gray)
RPD_ID[90] EXK-045-097 (Black)
RPD_ID[91] EXK-046-076 (Gray)
RPD_ID[92] EXK-046-076 (Black)
RPD_ID[93] EXK-047-091 (Gray)
RPD_ID[94] EXK-047-091 (Black)
RPD_ID[95] EXK-048-071 (Gray)
RPD_ID[96] EXK-048-071 (Black)
RPD_ID[97] EXK-049-087 (Gray)
RPD_ID[98] EXK-049-087 (Black)
RPD_ID[99] EXK-050-076 (Gray)
RPD_ID[100] EXK-050-076 (Black)
RPD_ID[101] EXK-051-101 (Gray)
RPD_ID[102] EXK-051-101 (Black)
RPD_ID[103] EXK-052-071 (Gray)
RPD_ID[104] EXK-052-071 (Black)
RPD_ID[105] EXK-053-081 (Gray)
RPD_ID[106] EXK-053-081 (Black)
RPD_ID[107] EXK-054-064 (Gray)
RPD_ID[108] EXK-054-064 (Black)
RPD_ID[109] EXK-055-078 (Gray)
RPD_ID[110] EXK-055-078 (Black)
RPD_ID[111] EXK-056-129 (Gray)
RPD_ID[112] EXK-056-129 (Black)
RPD_ID[113] EXK-057-143 (Gray)
RPD_ID[114] EXK-057-143 (Black)
RPD_ID[115] EXK-058-126 (Gray)
RPD_ID[116] EXK-058-126 (Black)
RPD_ID[117] EXK-059-134 (Gray)
RPD_ID[118] EXK-059-134 (Black)
RPD_ID[119] EXK-060-131 (Gray)
RPD_ID[120] EXK-060-131 (Black)
RPD_ID[121] EXK-061-130 (Gray)
RPD_ID[122] EXK-061-130 (Black)
RPD_ID[123] EXK-062-113 (Gray)
RPD_ID[124] EXK-062-113 (Black)
RPD_ID[125] EXK-063-127 (Gray)
RPD_ID[126] EXK-063-127 (Black)
RPD_ID[127] EXK-064-113 (Gray)
RPD_ID[128] EXK-064-113 (Black)
RPD_ID[129] EXK-065-116 (Gray)
RPD_ID[130] EXK-065-116 (Black)
RPD_ID[131] EXK-066-105 (Gray)
RPD_ID[132] EXK-066-105 (Black)
RPD_ID[133] EXK-067-113 (Gray)
RPD_ID[134] EXK-067-113 (Black)
RPD_ID[135] EXK-068-094 (Gray)
RPD_ID[136] EXK-068-094 (Black)
RPD_ID[137] EXK-069-106 (Gray)
RPD_ID[138] EXK-069-106 (Black)
RPD_ID[139] EXK-070-091 (Gray)
RPD_ID[140] EXK-070-091 (Black)
RPD_ID[141] EXK-071-105 (Gray)
RPD_ID[142] EXK-071-105 (Black)
RPD_ID[143] EXK-072-086 (Gray)
RPD_ID[144] EXK-072-086 (Black)
RPD_ID[145] EXK-073-114 (Gray)
RPD_ID[146] EXK-073-114 (Black)
RPD_ID[147] EXK-074-084 (Gray)
RPD_ID[148] EXK-074-084 (Black)
RPD_ID[149] EXK-075-097 (Gray)
RPD_ID[150] EXK-075-097 (Black)
RPD_ID[151] EXK-076-074 (Gray)
